Sector,TSC Category,TSC Title,TSC Description,Emerging TSC,TSC Key ID
Human Resource,Employee Attraction,Job Analysis and Evaluation,"Define and evaluate job requirements and expectations against specific metrics, structures or systems",No,1590
Human Resource,Employee Attraction,Onboarding,Facilitate onboarding programmes to enable the integration and engagement of new hires into the organisation,No,1591
Human Resource,Employee Attraction,Recruitment Channel Management,"Evaluate recruitment methods to establish the most effective channels in sourcing, selecting and securing candidates",No,1592
Human Resource,Employee Attraction,Selection Management,Facilitate the development and implementation of selection strategies and processes to recruit suitable candidates for the organisation,No,1593
Human Resource,Employee Separation,Involuntary Exit Management,"Establish and implement frameworks, guidelines, policies and processes to manage involuntary exits",No,1594
Human Resource,Employee Separation,Retirement and Re-employment Management,"Manage departures, retention and re-employment of employees at retirement age",No,1595
Human Resource,Employee Separation,Voluntary Exit Management,"Establish and implement frameworks, guidelines, policies and processes to manage voluntary exits",No,1596
Human Resource,General Human Resource Management,Data Collection and Preparation,Collect human resource (HR) data from employees for the purpose of generating business and HR insights,No,1597
Human Resource,General Human Resource Management,Data Governance,Establish standards and practices on data governing and review level of compliance with them,No,1598
Human Resource,General Human Resource Management,Data Management,"Prepare, structure and manage human resource (HR) data and information to assist in the analyses of business and HR issues",No,1599
Human Resource,General Human Resource Management,Human Resource Advisory,Deliver human resource (HR) advisory and consultancy services to internal and external clients to meet their requirements,No,1600
Human Resource,General Human Resource Management,Human Resource Analytics and Insights,Deploy statistical and analytical techniques and tools to generate human resource-related insights and projections to support the business,Yes,1601
Human Resource,General Human Resource Management,Human Resource Digitalisation,Innovate human resource (HR) processes and practices through digitalisation by evaluating its impact on the delivery of HR services,No,1602
Human Resource,General Human Resource Management,Human Resource Service Quality Management,"Develop and implement human resource (HR) service management frameworks, incorporating service quality standards, agreements and metrics",No,1603
Human Resource,General Human Resource Management,Human Resource Systems Management,Establish and manage effective and efficient human resource (HR) management systems,No,1604
Human Resource,General Human Resource Management,Project Management,"Plan and manage all aspects of a project, including allocation of people resources, budget and time management, stakeholder engagement and problem resolution",No,1605
Human Resource,General Human Resource Management,Skills Framework Adoption,"Drive the adoption, integration and implementation of Skills Frameworks and their components in business and human resources activities throughout the organisation",Yes,1606
