TSC Code,Proficiency Level,Proficiency Description,Range of Application,TSC Key ID,TSC Application ID
EPW-TEM-3023-1.1,3,Implement evaluated technology integration plans,"Range of application includes, but is not limited to:
- Cloud computing systems
- Supervisory Control and Data Acquisition (SCADA)
- Energy trading platforms
- Systems, Applications and Products (SAP), customer relationship management and other business operations management platforms
- Virtual communication software
",936,195
EPW-TEM-4023-1.1,4,Develop evaluated technology integration plans into the organisation’s operations or processes,"Range of application includes, but is not limited to:
- Cloud computing systems
- Supervisory Control and Data Acquisition (SCADA)
- Energy trading platforms
- Systems, Applications and Products (SAP), customer relationship management and other business operations management platforms
- Virtual communication software
",936,196
EPW-ICM-3025-1.1,3,Conduct simple checks for irregularities to support investigations,"Range of application includes, but is not limited to: 
- Safety management systems (SMSs)
- Energy distribution equipment
- Operating equipment
- Turbines, generators, pumps, motors and other stationary equipment
- Energy production equipment
- Pumping systems or equipment
- Facilities management software
- Industrial control software
- Productivity software 
",938,197
EPW-ICM-4025-1.1,4,Perform investigations of abnormalities in operations for the resolution of disputes,"Range of application includes, but is not limited to: 
- Safety management systems (SMSs)
- Energy distribution equipment
- Operating equipment
- Turbines, generators, pumps, motors and other stationary equipment
- Energy production equipment
- Pumping systems or equipment
- Facilities management software
- Industrial control software
- Productivity software 
",938,198
EPW-ICM-5025-1.1,5,Interface with opposing parties in dispute settlements to present investigation findings and analysis,"Range of application includes, but is not limited to: 
- Safety management systems (SMSs)
- Energy distribution equipment
- Operating equipment
- Turbines, generators, pumps, motors and other stationary equipment
- Energy production equipment
- Pumping systems or equipment
- Facilities management software
- Industrial control software
- Productivity software 
",938,199
EPW-SNM-4046-1.1,4,"Perform digital marketing related tasks, including Search Engine Optimisation (SEO), Search Engine Marketing (SEM) and affiliate marketing","Range of application includes, but is not limited to:
- Digital tools and applications
- Display advertising
- Search Engine Marketing (SEM)
- Search Engine Optimisation (SEO)
- Landing page and website optimisation
- Electronic Direct Mail (EDM) marketing
- Social and viral marketing
- Mobile marketing
- Analytics platforms
- Hyper Text Markup Language (HTML), Cascading Style Sheets (CSS) and JavaScript development
- Productivity software
",943,200
EPW-SNM-5046-1.1,5,"Manage digital marketing efforts, including Search Engine Optimisation (SEO), Search Engine Marketing (SEM) and affiliate marketing","Range of application includes, but is not limited to:
- Digital tools and applications
- Display advertising
- Search Engine Marketing (SEM)
- Search Engine Optimisation (SEO)
- Landing page and website optimisation
- Electronic Direct Mail (EDM) marketing
- Social and viral marketing
- Mobile marketing
- Analytics platforms
- Hyper Text Markup Language (HTML), Cascading Style Sheets (CSS) and JavaScript development
- Productivity software
",943,201
EPW-SNM-6046-1.1,6,Define digital marketing strategies for alignment to offline marketing efforts,"Range of application includes, but is not limited to:
- Digital tools and applications
- Display advertising
- Search Engine Marketing (SEM)
- Search Engine Optimisation (SEO)
- Landing page and website optimisation
- Electronic Direct Mail (EDM) marketing
- Social and viral marketing
- Mobile marketing
- Analytics platforms
- Hyper Text Markup Language (HTML), Cascading Style Sheets (CSS) and JavaScript development
- Productivity software
",943,202
EPW-SNM-4048-1.1,4,Create marketing-related content and collaterals in accordance to marketing plans and messages,"Range of application includes, but is not limited to:
- Marketing tools and applications
- Traditional media includes paid print advertisements, commercials and news releases
- Digital media includes engine optimisation, mobile marketing, interactive online advertisements, opt-in email and online partnerships such as affiliate marketing and sponsorships
- Social media includes blogging, tweeting, posting, sharing, networking, pinning, bookmarking, media sharing and commenting on social media websites 
- Promotional items include brochures, business cards, press kits, websites, informational videos and merchandises
- Marketing design software
- Market research and analytics software
- Productivity software 
",945,203
EPW-SNM-5048-1.1,5,Review and refine created content and collaterals for alignment to marketing plans and messages,"Range of application includes, but is not limited to:
- Marketing tools and applications
- Traditional media includes paid print advertisements, commercials and news releases
- Digital media includes engine optimisation, mobile marketing, interactive online advertisements, opt-in email and online partnerships such as affiliate marketing and sponsorships
- Social media includes blogging, tweeting, posting, sharing, networking, pinning, bookmarking, media sharing and commenting on social media websites 
- Promotional items include brochures, business cards, press kits, websites, informational videos and merchandises
- Marketing design software
- Market research and analytics software
- Productivity software 
",945,204
EPW-SNM-6048-1.1,6,Define marketing plans and messages to be conveyed through the development of the content and collaterals,"Range of application includes, but is not limited to:
- Marketing tools and applications
- Traditional media includes paid print advertisements, commercials and news releases
- Digital media includes engine optimisation, mobile marketing, interactive online advertisements, opt-in email and online partnerships such as affiliate marketing and sponsorships
- Social media includes blogging, tweeting, posting, sharing, networking, pinning, bookmarking, media sharing and commenting on social media websites 
- Promotional items include brochures, business cards, press kits, websites, informational videos and merchandises
- Marketing design software
- Market research and analytics software
- Productivity software 
",945,205
EPW-SNM-4049-1.1,4,Implement and execute marketing tasks and activities according to overall marketing plan,"Range of application includes, but is not limited to:
- Project/workflow/operations management technologies
- Marketing operations management 
- Digital/marketing asset management
- Content management and curation
- Project management
- Customer survey tools
- Financial management tools
- Social media monitoring and business intelligence tools
- Performance management
- Marketing attribution
- Analytics
- Marketing reporting and dashboard tools
- Marketing models
- Alignment and accountability tools
- Productivity software 
",946,206
EPW-SNM-5049-1.1,5,Manage marketing tasks and activities to ensure adherence to required costs and timelines,"Range of application includes, but is not limited to:
- Project/workflow/operations management technologies
- Marketing operations management 
- Digital/marketing asset management
- Content management and curation
- Project management
- Customer survey tools
- Financial management tools
- Social media monitoring and business intelligence tools
- Performance management
- Marketing attribution
- Analytics
- Marketing reporting and dashboard tools
- Marketing models
- Alignment and accountability tools
- Productivity software 
",946,207
EPW-SEM-3003-1.1,3,"Provide guidance on the installations, testing and commissioning of gas meters and operate calibration facilities","Range of application includes, but is not limited to:
- Diaphragm bellows meters
- Rotary meters
- Turbine meters
- Orifice meters
- Ultrasonic flow meters
- Coriolis meters
- Advanced metering infrastructure (AMI)
",954,208
