TSC Title,Proficiency Level,jobid,jtid,TSC Key ID
Stakeholder Management,3,1511,8702,621
Technical Drawing,5,1511,8703,632
Visual Communication,5,1511,8704,616
Aesthetic and Design Sensibility,5,985,8705,606
Business Model Innovation,5,985,8706,596
Business Negotiation,5,985,8707,592
Business Opportunities Development,4,985,8708,619
Business Presentation Delivery,5,985,8709,593
Business Risk Management,5,985,8710,597
Conceptual Thinking,5,985,8711,587
Contract Development and Management,5,985,8712,620
Critical Thinking,5,985,8713,588
Cultural Sensitivity for Design,5,985,8714,607
Data Analysis and Interpretation,4,985,8715,589
Design Creation and Development,5,985,8716,622
Design Sustainability and Ethics Management,5,985,8717,604
Design Thinking Practice,5,985,8718,608
Design Writing,4,985,8719,612
Emerging Technology Synthesis,5,985,8720,599
Empathetic Design,5,985,8721,609
Facilitation,5,985,8722,613
Form Giving,5,985,8723,626
Imagination and Exploration,5,985,8724,610
Intellectual Property Management,4,985,8725,605
Material Studies and Production Processes,5,985,8726,628
Project Management,5,985,8727,618
Proposal Writing Development,4,985,8728,615
Scenario and Strategic Planning,5,985,8729,602
Stakeholder Management,5,985,8730,621
Systems Thinking,5,985,8731,591
Trend Forecasting,5,985,8732,603
User Experience Design,5,985,8733,633
Aesthetic and Design Sensibility,3,937,8734,606
Brand Management,3,937,8735,595
Business Presentation Delivery,4,937,8736,593
Conceptual Thinking,3,937,8737,587
Content Development and Strategy,3,937,8738,611
Cultural Sensitivity for Design,3,937,8739,607
Data and Information Visualisation,4,937,8740,590
Design Creation and Development,3,937,8741,622
Design Sketching,4,937,8742,623
Design Standards and Specification,3,937,8743,624
Digital and Physical Prototyping,2,937,8744,625
Empathetic Design,3,937,8745,609
Imagination and Exploration,3,937,8746,610
Narrative Design,4,937,8747,614
Technical Drawing,4,937,8748,632
Visual Communication,4,937,8749,616
Behavioural Economics in Design,3,1590,8750,594
Business Presentation Delivery,3,1590,8751,593
Conceptual Thinking,3,1590,8752,587
Critical Thinking,3,1590,8753,588
Cultural Sensitivity for Design,3,1590,8754,607
Data Analysis and Interpretation,3,1590,8755,589
Data and Information Visualisation,3,1590,8756,590
Design Thinking Practice,3,1590,8757,608
Design Writing,3,1590,8758,612
Empathetic Design,3,1590,8759,609
Facilitation,3,1590,8760,613
Market Research,3,1590,8761,600
Narrative Design,2,1590,8762,614
Qualitative Research,3,1590,8763,630
Quantitative Research,3,1590,8764,631
Scenario and Strategic Planning,3,1590,8765,602
Stakeholder Management,3,1590,8766,621
Systems Thinking,3,1590,8767,591
Trend Forecasting,3,1590,8768,603
User Testing and Usability Testing,3,1590,8769,634
Visual Communication,3,1590,8770,616
Behavioural Economics in Design,5,1394,8771,594
Business Model Innovation,5,1394,8772,596
Business Negotiation,5,1394,8773,592
Business Opportunities Development,4,1394,8774,619
Business Presentation Delivery,5,1394,8775,593
Contract Development and Management,5,1394,8776,620
Creative Entrepreneurship,5,1394,8777,598
Critical Thinking,5,1394,8778,588
Cultural Sensitivity for Design,5,1394,8779,607
Data Analysis and Interpretation,5,1394,8780,589
Design Sustainability and Ethics Management,5,1394,8781,604
Design Thinking Practice,6,1394,8782,608
Emerging Technology Synthesis,5,1394,8783,599
Empathetic Design,5,1394,8784,609
Facilitation,5,1394,8785,613
Imagination and Exploration,5,1394,8786,610
Intellectual Property Management,5,1394,8787,605
Market Research,5,1394,8788,600
Product Management,5,1394,8789,601
Proposal Writing Development,5,1394,8790,615
Scenario and Strategic Planning,6,1394,8791,602
Stakeholder Management,5,1394,8792,621
Systems Thinking,5,1394,8793,591
Behavioural Economics in Design,4,1063,8794,594
Business Presentation Delivery,4,1063,8795,593
Conceptual Thinking,4,1063,8796,587
Critical Thinking,4,1063,8797,588
Cultural Sensitivity for Design,4,1063,8798,607
Data Analysis and Interpretation,4,1063,8799,589
Data and Information Visualisation,4,1063,8800,590
Design Thinking Practice,4,1063,8801,608
Design Writing,4,1063,8802,612
Emerging Technology Synthesis,4,1063,8803,599
Empathetic Design,4,1063,8804,609
Facilitation,4,1063,8805,613
Market Research,4,1063,8806,600
Narrative Design,3,1063,8807,614
Project Management,4,1063,8808,618
Qualitative Research,4,1063,8809,630
Quantitative Research,4,1063,8810,631
Scenario and Strategic Planning,4,1063,8811,602
Stakeholder Management,4,1063,8812,621
Systems Thinking,4,1063,8813,591
Trend Forecasting,4,1063,8814,603
User Testing and Usability Testing,4,1063,8815,634
Visual Communication,4,1063,8816,616
Aesthetic and Design Sensibility,4,408,8817,606
Behavioural Economics in Design,3,408,8818,594
Business Model Innovation,3,408,8819,596
Business Presentation Delivery,4,408,8820,593
Conceptual Thinking,4,408,8821,587
Critical Thinking,4,408,8822,588
Cultural Sensitivity for Design,4,408,8823,607
Data Analysis and Interpretation,4,408,8824,589
Design Creation and Development,4,408,8825,622
Design Standards and Specification,3,408,8826,624
Design Thinking Practice,4,408,8827,608
Digital and Physical Prototyping,4,408,8828,625
Empathetic Design,4,408,8829,609
Facilitation,4,408,8830,613
Imagination and Exploration,4,408,8831,610
Interaction Design Practice,3,408,8832,627
Narrative Design,4,408,8833,614
Project Management,3,408,8834,618
Qualitative Research,4,408,8835,630
Scenario and Strategic Planning,3,408,8836,602
Stakeholder Management,4,408,8837,621
Systems Thinking,4,408,8838,591
User Experience Design,4,408,8839,633
User Testing and Usability Testing,4,408,8840,634
Visual Communication,4,408,8841,616
Behavioural Economics in Design,4,1078,8842,594
Business Model Innovation,4,1078,8843,596
Business Negotiation,4,1078,8844,592
Business Opportunities Development,3,1078,8845,619
Business Presentation Delivery,4,1078,8846,593
Business Risk Management,4,1078,8847,597
Change Management,4,1078,8848,617
Conceptual Thinking,4,1078,8849,587
Contract Development and Management,4,1078,8850,620
Creative Entrepreneurship,4,1078,8851,598
Critical Thinking,4,1078,8852,588
Cultural Sensitivity for Design,4,1078,8853,607
Data Analysis and Interpretation,4,1078,8854,589
Data and Information Visualisation,4,1078,8855,590
Design Thinking Practice,5,1078,8856,608
Empathetic Design,4,1078,8857,609
Facilitation,4,1078,8858,613
Imagination and Exploration,4,1078,8859,610
Intellectual Property Management,4,1078,8860,605
Market Research,4,1078,8861,600
Product Management,4,1078,8862,601
Proposal Writing Development,4,1078,8863,615
Scenario and Strategic Planning,5,1078,8864,602
Stakeholder Management,4,1078,8865,621
Systems Thinking,4,1078,8866,591
Behavioural Economics in Design,5,902,8867,594
Business Negotiation,5,902,8868,592
Business Presentation Delivery,5,902,8869,593
Conceptual Thinking,5,902,8870,587
Critical Thinking,5,902,8871,588
Cultural Sensitivity for Design,5,902,8872,607
Data Analysis and Interpretation,5,902,8873,589
Data and Information Visualisation,5,902,8874,590
Design Thinking Practice,5,902,8875,608
Design Writing,5,902,8876,612
Emerging Technology Synthesis,4,902,8877,599
Empathetic Design,5,902,8878,609
Facilitation,5,902,8879,613
Market Research,5,902,8880,600
Narrative Design,4,902,8881,614
Project Management,5,902,8882,618
Proposal Writing Development,5,902,8883,615
Qualitative Research,5,902,8884,630
Quantitative Research,5,902,8885,631
Scenario and Strategic Planning,5,902,8886,602
Stakeholder Management,5,902,8887,621
Systems Thinking,5,902,8888,591
Trend Forecasting,5,902,8889,603
User Testing and Usability Testing,5,902,8890,634
Aesthetic and Design Sensibility,5,1246,8891,606
Behavioural Economics in Design,4,1246,8892,594
Business Model Innovation,4,1246,8893,596
Business Presentation Delivery,5,1246,8894,593
Conceptual Thinking,5,1246,8895,587
Critical Thinking,5,1246,8896,588
Cultural Sensitivity for Design,5,1246,8897,607
Data Analysis and Interpretation,5,1246,8898,589
Design Creation and Development,5,1246,8899,622
Design Standards and Specification,4,1246,8900,624
Design Thinking Practice,5,1246,8901,608
Digital and Physical Prototyping,5,1246,8902,625
Empathetic Design,5,1246,8903,609
Facilitation,5,1246,8904,613
Imagination and Exploration,5,1246,8905,610
Interaction Design Practice,4,1246,8906,627
Narrative Design,5,1246,8907,614
Project Management,4,1246,8908,618
Qualitative Research,5,1246,8909,630
Scenario and Strategic Planning,4,1246,8910,602
Stakeholder Management,5,1246,8911,621
Systems Thinking,5,1246,8912,591
User Experience Design,5,1246,8913,633
User Testing and Usability Testing,5,1246,8914,634
Visual Communication,5,1246,8915,616
Behavioural Economics in Design,3,656,8916,594
Business Model Innovation,3,656,8917,596
Business Negotiation,3,656,8918,592
Business Opportunities Development,2,656,8919,619
Business Presentation Delivery,3,656,8920,593
Business Risk Management,3,656,8921,597
Change Management,3,656,8922,617
Conceptual Thinking,3,656,8923,587
Creative Entrepreneurship,4,656,8924,598
Critical Thinking,3,656,8925,588
Cultural Sensitivity for Design,3,656,8926,607
Data Analysis and Interpretation,3,656,8927,589
Data and Information Visualisation,3,656,8928,590
Design Thinking Practice,3,656,8929,608
Empathetic Design,3,656,8930,609
Facilitation,3,656,8931,613
Imagination and Exploration,3,656,8932,610
Intellectual Property Management,3,656,8933,605
Market Research,3,656,8934,600
Product Management,3,656,8935,601
Proposal Writing Development,3,656,8936,615
Scenario and Strategic Planning,4,656,8937,602
Stakeholder Management,3,656,8938,621
Systems Thinking,3,656,8939,591
Aesthetic and Design Sensibility,4,1637,8940,606
Behavioural Economics in Design,3,1637,8941,594
Business Presentation Delivery,4,1637,8942,593
Conceptual Thinking,4,1637,8943,587
Creative Entrepreneurship,4,1637,8944,598
Creative Entrepreneurship,5,1637,8945,598
Critical Thinking,4,1637,8946,588
Cultural Sensitivity for Design,4,1637,8947,607
Data Analysis and Interpretation,4,1637,8948,589
Design Sustainability and Ethics Management,4,1637,8949,604
Design Sustainability and Ethics Management,5,1637,8950,604
Design Thinking Practice,4,1637,8951,608
Design Thinking Practice,5,1637,8952,608
Digital and Physical Prototyping,4,1637,8953,625
Emerging Technology Synthesis,4,1637,8954,599
Emerging Technology Synthesis,5,1637,8955,599
Empathetic Design,4,1637,8956,609
Facilitation,4,1637,8957,613
Imagination and Exploration,4,1637,8958,610
Intellectual Property Management,4,1637,8959,605
Intellectual Property Management,5,1637,8960,605
Interaction Design Practice,4,1637,8961,627
Interaction Design Practice,5,1637,8962,627
Material Studies and Production Processes,4,1637,8963,628
Product and Production Engineering,4,1637,8964,629
Stakeholder Management,4,1637,8965,621
Stakeholder Management,5,1637,8966,621
Systems Thinking,4,1637,8967,591
User Testing and Usability Testing,4,1637,8968,634
Child Development Assessment,3,475,8969,635
Child Observation,2,475,8970,636
Child Safety and Protection,2,475,8971,643
Classroom Management and Guidance of Children’s Behaviour,2,475,8972,637
Collaborative Practices with Stakeholders Across Disciplines,2,475,8973,663
Community Partnership,2,475,8974,655
Data and Information Management,3,475,8975,658
Diversity and Inclusion,1,475,8976,638
Early Childhood Curriculum Design,3,475,8977,639
Early Childhood Pedagogical Practice,3,475,8978,640
Early Childhood Programme Planning,3,475,8979,641
Ethical and Professional Integrity,1,475,8980,664
Family and Caregiver Engagement,1,475,8981,653
"Health, Hygiene and Nutrition for Children",2,475,8982,644
Interaction and Relationship,2,475,8983,645
Benefits Management,4,1263,8984,2656
Learning Environment Design,3,475,8985,642
Practitioner Inquiry,2,475,8986,665
Reflective Practice for Educators,2,475,8987,667
Resilience and Self-care,2,475,8988,668
Responsive Caregiving Approaches,2,475,8989,646
Situation Management with Families and Community,2,475,8990,654
Child Development Assessment,3,1468,8991,635
Child Observation,2,1468,8992,636
Child Safety and Protection,2,1468,8993,643
Classroom Management and Guidance of Children’s Behaviour,2,1468,8994,637
Collaborative Practices with Stakeholders Across Disciplines,2,1468,8995,663
Community Partnership,2,1468,8996,655
Data and Information Management,3,1468,8997,658
Diversity and Inclusion,1,1468,8998,638
Early Childhood Curriculum Design,3,1468,8999,639
Early Childhood Pedagogical Practice,3,1468,9000,640
Early Childhood Programme Planning,3,1468,9001,641
Ethical and Professional Integrity,1,1468,9002,664
Family and Caregiver Engagement,1,1468,9003,653
"Health, Hygiene and Nutrition for Children",2,1468,9004,644
Interaction and Relationship,2,1468,9005,645
Learning Environment Design,3,1468,9006,642
Practitioner Inquiry,2,1468,9007,665
Reflective Practice for Educators,2,1468,9008,667
Resilience and Self-care,2,1468,9009,668
Responsive Caregiving Approaches,2,1468,9010,646
Situation Management with Families and Community,2,1468,9011,654
Child Development Assessment,3,513,9012,635
Child Observation,2,513,9013,636
Child Safety and Protection,2,513,9014,643
Classroom Management and Guidance of Children’s Behaviour,2,513,9015,637
Collaborative Practices with Stakeholders Across Disciplines,2,513,9016,663
Community Partnership,2,513,9017,655
Data and Information Management,3,513,9018,658
